arxiv_id,pdf_url,title,authors,num_authors,journal_ref,doi,comment,category,year
2301.13667,https://arxiv.org/pdf/2301.13667.pdf,Collision-aware In-hand 6D Object Pose Estimation using Multiple Vision-based Tactile Sensors,Gabriele M. Caddeo; Nicola A. Piga; Fabrizio Bottarel; Lorenzo Natale,4,,,Accepted for publication at 2023 IEEE International Conference on Robotics and Automation (ICRA),cs.RO,2023
2301.13624,https://arxiv.org/pdf/2301.13624.pdf,A Kubernetes-Based Edge Architecture for Controlling the Trajectory of a Resource-Constrained Aerial Robot by Enabling Model Predictive Control,Achilleas Santi Seisa; Sumeet Gajanan Satpute; George Nikolakopoulos,3,"2022 26th International Conference on Circuits, Systems, Communications and Computers (CSCC)",10.1109/CSCC55931.2022.00056,"6 pages, 6 figures, conference article, CSCC 2022",cs.RO,2023
2301.13592,https://arxiv.org/pdf/2301.13592.pdf,Priors are Powerful: Improving a Transformer for Multi-camera 3D Detection with 2D Priors,Di Feng; Francesco Ferroni,2,,,,cs.RO,2023
2301.13583,https://arxiv.org/pdf/2301.13583.pdf,Real-time LIDAR localization in natural and urban environments,Georgi Tinchev; Adrian Penate-Sanchez; Maurice Fallon,3,,,For interest in the dataset please email georgi.tinchev+lidar_dataset@gmail.com,cs.RO,2023
2301.13558,https://arxiv.org/pdf/2301.13558.pdf,Lidar Upsampling with Sliced Wasserstein Distance,Artem Savkin; Yida Wang; Sebastian Wirkert; Nassir Navab; Federico Tombar,5,"in IEEE Robotics and Automation Letters, vol. 8, no. 1, pp. 392-399, Jan. 2023",10.1109/LRA.2022.3214791,,cs.RO,2023
2301.13545,https://arxiv.org/pdf/2301.13545.pdf,Holistic Graph-based Motion Prediction,Daniel Grimm; Philip Schörner; Moritz Dreßler; J. -Marius Zöllner,4,,,Accepted on ICRA 2023,cs.RO,2023
2301.13512,https://arxiv.org/pdf/2301.13512.pdf,OpTaS: An Optimization-based Task Specification Library for Trajectory Optimization and Model Predictive Control,Christopher E. Mower; João Moura; Nazanin Zamani Behabadi; Sethu Vijayakumar; Tom Vercauteren; Christos Bergeles,6,,10.1109/ICRA48891.2023.10161272,,cs.RO,2023
2301.13473,https://arxiv.org/pdf/2301.13473.pdf,CRC-RL: A Novel Visual Feature Representation Architecture for Unsupervised Reinforcement Learning,Darshita Jain; Anima Majumder; Samrat Dutta; Swagat Kumar,4,,,,cs.RO,2023
2303.08105,https://arxiv.org/pdf/2303.08105.pdf,Image Guidance for Robot-Assisted Ankle Fracture Repair,Asef Islam; Anthony Wu; Jay Mandavilli; Wojtek Zbijewski; Jeff Siewerdsen,5,,,,cs.RO,2023
2301.13450,https://arxiv.org/pdf/2301.13450.pdf,Learning Vision-based Robotic Manipulation Tasks Sequentially in Offline Reinforcement Learning Settings,Sudhir Pratap Yadav; Rajendra Nagar; Suril V. Shah,3,Robotica 42 (2024) 1715-1730,10.1017/S0263574724000389,"7 pages, 5 Figures",cs.RO,2023
2301.13425,https://arxiv.org/pdf/2301.13425.pdf,"Towards Mechatronics Approach of System Design, Verification and Validation for Autonomous Vehicles",Chinmay Vilas Samak; Tanmay Vilas Samak; Venkat Krovi,3,"2023 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM), Seattle, WA, USA, 2023, pp. 1208-121",10.1109/AIM46323.2023.10196233,Accepted at IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM) 2023,cs.RO,2023
2301.13413,https://arxiv.org/pdf/2301.13413.pdf,Fine Robotic Manipulation without Force/Torque Sensor,Shilin Shan; Quang-Cuong Pham,2,,10.1109/LRA.2023.3341770,"Accepted to Robotics and Automation Letters (RA-L), 8 pages",cs.RO,2023
2301.13313,https://arxiv.org/pdf/2301.13313.pdf,Incorporating Recurrent Reinforcement Learning into Model Predictive Control for Adaptive Control in Autonomous Driving,Yuan Zhang; Joschka Boedecker; Chuxuan Li; Guyue Zhou,4,,,,cs.RO,2023
2301.13308,https://arxiv.org/pdf/2301.13308.pdf,"Can't Touch This: Real-Time, Safe Motion Planning and Control for Manipulators Under Uncertainty",Jonathan Michaux; Patrick Holmes; Bohao Zhang; Che Chen; Baiyue Wang; Shrey Sahgal; Tiancheng Zhang; Sidhartha Dey; Shreyas Kousik; Ram Vasudevan,10,,,"20 pages, 6 figures",cs.RO,2023
2301.13284,https://arxiv.org/pdf/2301.13284.pdf,Passively Addressed Robotic Morphing Surface (PARMS) Based on Machine Learning,Jue Wang; Michael Sotzing; Mina Lee; Alex Chortos,4,,,Main text: 22 pages 6 figures Supplementary Material: 10 pages 12 figures,cs.RO,2023
2301.13283,https://arxiv.org/pdf/2301.13283.pdf,Online Learning Based Mobile Robot Controller Adaptation for Slip Reduction,Huidong Gao; Rui Zhou; Masayoshi Tomizuka; Zhuo Xu,4,,,,cs.RO,2023
2301.13279,https://arxiv.org/pdf/2301.13279.pdf,Learning Coordination Policies over Heterogeneous Graphs for Human-Robot Teams via Recurrent Neural Schedule Propagation,Batuhan Altundas; Zheyuan Wang; Joshua Bishop; Matthew Gombolay,4,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/IROS47612.2022.9981748,"8 pages, 2 figures, 3 Tables",cs.RO,2023
2301.13261,https://arxiv.org/pdf/2301.13261.pdf,Emergence of Maps in the Memories of Blind Navigation Agents,Erik Wijmans; Manolis Savva; Irfan Essa; Stefan Lee; Ari S. Morcos; Dhruv Batra,6,,,Accepted to ICLR 2023,cs.RO,2023
2301.13254,https://arxiv.org/pdf/2301.13254.pdf,Deep Monocular Hazard Detection for Safe Small Body Landing,Travis Driver; Kento Tomita; Koki Ho; Panagiotis Tsiotras,4,,,"Presented at the AAS/AIAA Space Flight Mechanics Meeting, January 14-19, 2023, Austin, TX, USA",cs.RO,2023
2301.13244,https://arxiv.org/pdf/2301.13244.pdf,Mono-STAR: Mono-camera Scene-level Tracking and Reconstruction,Haonan Chang; Dhruv Metha Ramesh; Shijie Geng; Yuqiu Gan; Abdeslam Boularias,5,,,This paper has been accepted by ICRA2023,cs.RO,2023
2301.13183,https://arxiv.org/pdf/2301.13183.pdf,Learning Control from Raw Position Measurements,Fabio Amadio; Alberto Dalla Libera; Daniel Nikovski; Ruggero Carli; Diego Romeres,5,,,Accepted at the 2023 American Control Conference (ACC),cs.RO,2023
2301.13166,https://arxiv.org/pdf/2301.13166.pdf,ESC: Exploration with Soft Commonsense Constraints for Zero-shot Object Navigation,Kaiwen Zhou; Kaizhi Zheng; Connor Pryor; Yilin Shen; Hongxia Jin; Lise Getoor; Xin Eric Wang,7,,,,cs.RO,2023
2301.13143,https://arxiv.org/pdf/2301.13143.pdf,RRT Guided Model Predictive Path Integral Method,Chuyuan Tao; Hunmin Kim; Naira Hovakimyan,3,,,,cs.RO,2023
2301.13097,https://arxiv.org/pdf/2301.13097.pdf,PACED-5G: Predictive Autonomous Control using Edge for Drones over 5G,Viswa Narayanan Sankaranarayanan; Gerasimos Damigos; Achilleas Santi Seisa; Sumeet Gajanan Satpute; Tore Lindgren; George Nikolakopoulos,6,,,,cs.RO,2023
2301.13072,https://arxiv.org/pdf/2301.13072.pdf,Guided Deep Reinforcement Learning for Articulated Swimming Robots,Jiaheng Hu; Tony Dear,2,,,,cs.RO,2023
2301.13064,https://arxiv.org/pdf/2301.13064.pdf,Teleoperated Robot Grasping in Virtual Reality Spaces,Jiaheng Hu; David Watkins; Peter Allen,3,,,,cs.RO,2023
2301.13019,https://arxiv.org/pdf/2301.13019.pdf,Identifying Expert Behavior in Offline Training Datasets Improves Behavioral Cloning of Robotic Manipulation Policies,Qiang Wang; Robert McCarthy; David Cordova Bulens; Francisco Roldan Sanchez; Kevin McGuinness; Noel E. O'Connor; Stephen J. Redmond,7,,,,cs.RO,2023
2301.12950,https://arxiv.org/pdf/2301.12950.pdf,Hierarchical Programmatic Reinforcement Learning via Learning to Compose Programs,Guan-Ting Liu; En-Pei Hu; Pu-Jen Cheng; Hung-yi Lee; Shao-Hua Sun,5,,,ICML 2023,cs.RO,2023
2301.12934,https://arxiv.org/pdf/2301.12934.pdf,Coarse-to-fine Hybrid 3D Mapping System with Co-calibrated Omnidirectional Camera and Non-repetitive LiDAR,Ziliang Miao; Buwei He; Wenya Xie; Wenquan Zhao; Xiao Huang; Jian Bai; Xiaoping Hong,7,,,Accepted by IEEE Robotics and Automation Letters (RA-L),cs.RO,2023
2301.12862,https://arxiv.org/pdf/2301.12862.pdf,Soft Cap for Eversion Robots,Cem Suulker; Sophie Skach; Danyaal Kaleel; Taqi Abrar; Zain Murtaza; Dilara Suulker; Kaspar Althoefer,7,IEEE IROS 2023,,"7 pages, 9 figures, conference",cs.RO,2023
2301.12796,https://arxiv.org/pdf/2301.12796.pdf,Rendering the Directional TSDF for Tracking and Multi-Sensor Registration with Point-To-Plane Scale ICP,Malte Splietker; Sven Behnke,2,,10.1016/j.robot.2022.104337,"Published in Robotics and Autonomous Systems, 2023. arXiv admin note: substantial text overlap with arXiv:2108.08115",cs.RO,2023
2301.12794,https://arxiv.org/pdf/2301.12794.pdf,On mesoscale thermal dynamics of para- and ortho- isomers of water,Serge Kernbach,1,,,,cs.RO,2023
2301.12765,https://arxiv.org/pdf/2301.12765.pdf,Two Different Experiments with the Rope-Attached Sphere by Using Arduino,Atakan Coban; Ercument Akat; Ahmet Cem Erdogan,3,Phys. Educ. 58 015022 (2023),10.1088/1361-6552/aca19d,,cs.RO,2023
2301.12759,https://arxiv.org/pdf/2301.12759.pdf,Learning passive policies with virtual energy tanks in robotics,Riccardo Zanella; Gianluca Palli; Stefano Stramigioli; Federico Califano,4,,,"8 pages, 5 figures",cs.RO,2023
2301.12738,https://arxiv.org/pdf/2301.12738.pdf,FLYOVER: A Model-Driven Method to Generate Diverse Highway Interchanges for Autonomous Vehicle Testing,Yuan Zhou; Gengjie Lin; Yun Tang; Kairui Yang; Wei Jing; Ping Zhang; Junbo Chen; Liang Gong; Yang Liu,9,,,Accepted by ICRA 2023,cs.RO,2023
2301.12717,https://arxiv.org/pdf/2301.12717.pdf,Automatic Intersection Management in Mixed Traffic Using Reinforcement Learning and Graph Neural Networks,Marvin Klimke; Benjamin Völz; Michael Buchholz,3,,10.1109/IV55152.2023.10186800,"8 pages, 7 figures, 34th IEEE Intelligent Vehicles Symposium (IV), updated to accepted version",cs.RO,2023
2301.12689,https://arxiv.org/pdf/2301.12689.pdf,Edge-guided Multi-domain RGB-to-TIR image Translation for Training Vision Tasks with Challenging Labels,Dong-Guw Lee; Myung-Hwan Jeon; Younggun Cho; Ayoung Kim,4,,,Accepted Contributed Paper to 2023 IEEE International Conference on Robotics and Automation (ICRA),cs.RO,2023
2301.12614,https://arxiv.org/pdf/2301.12614.pdf,RREx-BoT: Remote Referring Expressions with a Bag of Tricks,Gunnar A. Sigurdsson; Jesse Thomason; Gaurav S. Sukhatme; Robinson Piramuthu,4,,,,cs.RO,2023
2301.12592,https://arxiv.org/pdf/2301.12592.pdf,Ensemble Learning for Fusion of Multiview Vision with Occlusion and Missing Information: Framework and Evaluations with Real-World Data and Applications in Driver Hand Activity Recognition,Ross Greer; Mohan Trivedi,2,,,,cs.RO,2023
2301.12587,https://arxiv.org/pdf/2301.12587.pdf,Zero-Shot Transfer of Haptics-Based Object Insertion Policies,Samarth Brahmbhatt; Ankur Deka; Andrew Spielberg; Matthias Müller,4,,,Accepted for publication at 2023 IEEE International Conference on Robotics and Automation (ICRA),cs.RO,2023
2301.12476,https://arxiv.org/pdf/2301.12476.pdf,6-DoF Robotic Grasping with Transformer,Zhenjie Zhao; Hang Yu; Hang Wu; Xuebo Zhang,4,,,,cs.RO,2023
2301.12344,https://arxiv.org/pdf/2301.12344.pdf,TJ-FlyingFish: Design and Implementation of an Aerial-Aquatic Quadrotor with Tiltable Propulsion Units,Xuchen Liu; Minghao Dou; Dongyue Huang; Biao Wang; Jinqiang Cui; Qinyuan Ren; Lihua Dou; Zhi Gao; Jie Chen; Ben M. Chen,10,,,"6 pages, 9 figures, accepted to 2023 IEEE International Conference on Robotics and Automation (ICRA)",cs.RO,2023
2301.12316,https://arxiv.org/pdf/2301.12316.pdf,Wind Tunnel Testing and Aerodynamic Characterization of a QuadPlane Uncrewed Aircraft System,Akshay Mathur; Ella Atkins,2,,,"38 pages, 24 figures and 14 tables",cs.RO,2023
2301.12264,https://arxiv.org/pdf/2301.12264.pdf,Controlling Steering with Energy-Based Models,Mikita Balesni; Ardi Tampuu; Tambet Matiisen,3,,,,cs.RO,2023
2301.12249,https://arxiv.org/pdf/2301.12249.pdf,Towards Precise Model-free Robotic Grasping with Sim-to-Real Transfer Learning,Lei Zhang; Kaixin Bai; Zhaopeng Chen; Yunlei Shi; Jianwei Zhang,5,"2022 IEEE International Conference on Robotics and Biomimetics (ROBIO), Jinghong, China, 2022, pp. 1-8",10.1109/ROBIO55434.2022.10011794,"8 pages, 11 figures",cs.RO,2023
2301.12175,https://arxiv.org/pdf/2301.12175.pdf,Bio-inspired Autonomous Exploration Policies with CNN-based Object Detection on Nano-drones,Lorenzo Lamberti; Luca Bompani; Victor Javier Kartsch; Manuele Rusci; Daniele Palossi; Luca Benini,6,,,"6 pages, 6 figures, 4 tables, conference: DATE: Design, Automation, and Test in Europe (2023)",cs.RO,2023
2301.12012,https://arxiv.org/pdf/2301.12012.pdf,In-Distribution Barrier Functions: Self-Supervised Policy Filters that Avoid Out-of-Distribution States,Fernando Castañeda; Haruki Nishimura; Rowan McAllister; Koushil Sreenath; Adrien Gaidon,5,,,,cs.RO,2023
2301.11972,https://arxiv.org/pdf/2301.11972.pdf,"Using Social Cues to Recognize Task Failures for HRI: Overview, State-of-the-Art, and Future Directions",Alexandra Bremers; Alexandria Pabst; Maria Teresa Parreira; Wendy Ju,4,,,"25 pages, 3 figures",cs.RO,2023
2301.11902,https://arxiv.org/pdf/2301.11902.pdf,Tree-structured Policy Planning with Learned Behavior Models,Yuxiao Chen; Peter Karkus; Boris Ivanovic; Xinshuo Weng; Marco Pavone,5,,,,cs.RO,2023
2301.11839,https://arxiv.org/pdf/2301.11839.pdf,Autonomous Needle Navigation in Retinal Microsurgery: Evaluation in ex vivo Porcine Eyes,Peiyao Zhang; Ji Woong Kim; Peter Gehlbach; Iulian Iordachita; Marin Kobilarov,5,,10.1109/ICRA48891.2023.10161151,,cs.RO,2023
2301.11823,https://arxiv.org/pdf/2301.11823.pdf,HDPV-SLAM: Hybrid Depth-augmented Panoramic Visual SLAM for Mobile Mapping System with Tilted LiDAR and Panoramic Visual Camera,Mostafa Ahmadi; Amin Alizadeh Naeini; Mohammad Moein Sheikholeslami; Zahra Arjmandi; Yujia Zhang; Gunho Sohn,6,,,"8 pages, 3 figures, To be published in IEEE International Conference on Automation Science and Engineering (CASE) 2023",cs.RO,2023
2301.11816,https://arxiv.org/pdf/2301.11816.pdf,Bi-AM-RRT*: A Fast and Efficient Sampling-Based Motion Planning Algorithm in Dynamic Environments,Ying Zhang; Heyong Wang; Maoliang Yin; Jiankun Wang; Changchun Hua,5,"IEEE Transactions on Intelligent Vehicles, 2023",10.1109/TIV.2023.3307283,Submitted to IEEE Transactions on Intelligent Vehicles,cs.RO,2023
2301.11741,https://arxiv.org/pdf/2301.11741.pdf,Outcome-directed Reinforcement Learning by Uncertainty & Temporal Distance-Aware Curriculum Goal Generation,Daesol Cho; Seungjae Lee; H. Jin Kim,3,,,ICLR 2023 Spotlight. First two authors contributed equally,cs.RO,2023
2301.11734,https://arxiv.org/pdf/2301.11734.pdf,Improving Behavioural Cloning with Positive Unlabeled Learning,Qiang Wang; Robert McCarthy; David Cordova Bulens; Kevin McGuinness; Noel E. O'Connor; Nico Gürtler; Felix Widmaier; Francisco Roldan Sanchez; Stephen J. Redmond,9,,,,cs.RO,2023
2301.11650,https://arxiv.org/pdf/2301.11650.pdf,Fast Region of Interest Proposals on Maritime UAVs,Benjamin Kiefer; Andreas Zell,2,,,"6+2 pages, accepted for publication at ICRA 2023",cs.RO,2023
2301.11597,https://arxiv.org/pdf/2301.11597.pdf,MissBeamNet: Learning Missing Doppler Velocity Log Beam Measurements,Mor Yona; Itzik Klein,2,,10.1007/s00521-023-09303-4,"8 pages, 7 figures",cs.RO,2023
2301.11575,https://arxiv.org/pdf/2301.11575.pdf,ARiADNE: A Reinforcement learning approach using Attention-based Deep Networks for Exploration,Yuhong Cao; Tianxiang Hou; Yizhuo Wang; Xian Yi; Guillaume Sartoretti,5,,,"\c{opyright} 20XX IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, in any current or future media, including reprinting/republishing this material for advertising or promotional purposes, creating new collective works, for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works",cs.RO,2023
2301.11564,https://arxiv.org/pdf/2301.11564.pdf,Learning 6-DoF Fine-grained Grasp Detection Based on Part Affordance Grounding,Yaoxian Song; Penglei Sun; Piaopiao Jin; Yi Ren; Yu Zheng; Zhixu Li; Xiaowen Chu; Yue Zhang; Tiefeng Li; Jason Gu,10,,,"15 pages, 8 figures, 7 tables",cs.RO,2023
2301.11538,https://arxiv.org/pdf/2301.11538.pdf,Goal-Image Conditioned Dynamic Cable Manipulation through Bayesian Inference and Multi-Objective Black-Box Optimization,Kuniyuki Takahashi; Tadahiro Taniguchi,2,,,7 pages. Accepted at ICRA2023. An accompanying video is available at the following link: https://youtu.be/AMDTJRNEbek,cs.RO,2023
2301.11522,https://arxiv.org/pdf/2301.11522.pdf,A Comparison of Tiny-nerf versus Spatial Representations for 3d Reconstruction,Saulo Abraham Gante; Juan Irving Vasquez; Marco Antonio Valencia; Mauricio Olguín Carbajal,4,,,,cs.RO,2023
2301.11520,https://arxiv.org/pdf/2301.11520.pdf,SNeRL: Semantic-aware Neural Radiance Fields for Reinforcement Learning,Dongseok Shim; Seungjae Lee; H. Jin Kim,3,,,ICML 2023. First two authors contributed equally. Order was determined by coin flip,cs.RO,2023
2301.11361,https://arxiv.org/pdf/2301.11361.pdf,Distributed Optimization Methods for Multi-Robot Systems: Part II -- A Survey,Ola Shorinwa; Trevor Halsted; Javier Yu; Mac Schwager,4,,,arXiv admin note: substantial text overlap with arXiv:2103.12840,cs.RO,2023
2301.11350,https://arxiv.org/pdf/2301.11350.pdf,Aerial Transportation Control of Suspended Payloads with Multiple Agents,Fatima Oliva-Palomo; Diego Mercado-Ravell; Pedro Castillo,3,,10.1016/j.jfranklin.2024.106787,,cs.RO,2023
2301.11313,https://arxiv.org/pdf/2301.11313.pdf,Distributed Optimization Methods for Multi-Robot Systems: Part I -- A Tutorial,Ola Shorinwa; Trevor Halsted; Javier Yu; Mac Schwager,4,,,,cs.RO,2023
2301.11251,https://arxiv.org/pdf/2301.11251.pdf,Light-Weight Pointcloud Representation with Sparse Gaussian Process,Mahmoud Ali; Lantao Liu,2,,,"This paper has been accepted for publication at the 2023 IEEE International Conference on Robotics and Automation (ICRA 2023). It has 7 pages, 7 figures",cs.RO,2023
2301.11225,https://arxiv.org/pdf/2301.11225.pdf,"A fuzzy logic-based stabilization system for a flying robot, with an embedded energy harvester and a visual decision-making system",Abdullatif Baba; Basel Alothman,2,,,,cs.RO,2023
2301.11173,https://arxiv.org/pdf/2301.11173.pdf,Double Deep Reinforcement Learning Techniques for Low Dimensional Sensing Mapless Navigation of Terrestrial Mobile Robots,Linda Dotto de Moraes; Victor Augusto Kich; Alisson Henrique Kolling; Jair Augusto Bottega; Raul Steinmetz; Emerson Cassiano da Silva; Ricardo Bedin Grando; Anselmo Rafael Cuckla; Daniel Fernando Tello Gamarra,9,"International Conference on Intelligent Systems Design and Applications, 2022",,,cs.RO,2023
2301.11144,https://arxiv.org/pdf/2301.11144.pdf,Evaluating the acceptance of autonomous vehicles in the future,Angel Madridano Carrasco; Delgermaa Gankhuyag; Miguel Angel de Miguel Paraiso; Martin Palos Lorite; Cristina Olaverri-Monreal; Fernando Garcia Fernandez,6,,,,cs.RO,2023
2301.11036,https://arxiv.org/pdf/2301.11036.pdf,Design and Assessment of a Bimanual Haptic Epidural Needle Insertion Simulator,Nitsan Davidor; Yair Binyamin; Tamar Hayuni; Ilana Nisky,4,,,"12 pages, 9 figures",cs.RO,2023
2301.10966,https://arxiv.org/pdf/2301.10966.pdf,Design of Mobile Manipulator for Fire Extinguisher Testing. Part II: Design and Simulation,Thai Nguyen Chau; Xuan Quang Ngo; Van Tu Duong; Trong Trung Nguyen; Huy Hung Nguyen; Tan Tien Nguyen,6,,,"10 pages, 15 figures, the 7th International Conference on Advanced Engineering, Theory and Applications",cs.RO,2023
2301.10965,https://arxiv.org/pdf/2301.10965.pdf,Design of Mobile Manipulator for Fire Extinguisher Testing. Part I Key Specifications and Conceptual Design,Xuan Quang Ngo; Thai Nguyen Chau; Cong Thang Doan; Van Tu Duong; Duy Vo Hoang; Tan Tien Nguyen,6,,,"10 pages, 8 figures, the 7th International Conference on Advanced Engineering, Theory and Applications",cs.RO,2023
2301.10928,https://arxiv.org/pdf/2301.10928.pdf,TIP: A Trust Inference and Propagation Model in Multi-Human Multi-Robot Teams,Yaohui Guo; X. Jessie Yang; Cong Shi,3,,10.1145/3568294.3580164,,cs.RO,2023
2301.10894,https://arxiv.org/pdf/2301.10894.pdf,Perceptive Locomotion with Controllable Pace and Natural Gait Transitions Over Uneven Terrains,Daniel Chee Hian Tan; Jenny Zhang; Michael; Chuah; Zhibin Li,5,,,,cs.RO,2023
2301.10893,https://arxiv.org/pdf/2301.10893.pdf,Predicting Parameters for Modeling Traffic Participants,Ahmadreza Moradipari; Sangjae Bae; Mahnoosh Alizadeh; Ehsan Moradi Pari; David Isele,5,,,,cs.RO,2023
2301.10892,https://arxiv.org/pdf/2301.10892.pdf,Planning Automated Driving with Accident Experience Referencing and Common-sense Inferencing,Shaobo Qiu; Ji Li; Guoxi Chen; Hong Wang; Boqi Li,5,,,,cs.RO,2023
2301.10878,https://arxiv.org/pdf/2301.10878.pdf,Mobility Analysis of Screw-Based Locomotion and Propulsion in Various Media,Jason Lim; Calvin Joyce; Elizabeth Peiros; Mingwei Yeoh; Peter V. Gavrilov; Sara G. Wickenhiser; Dimitri A. Schreiber; Florian Richter; Michael C. Yip,9,,,"7 pages, 22 figures, ICRA 2023",cs.RO,2023
2301.10846,https://arxiv.org/pdf/2301.10846.pdf,Optimal decision making in robotic assembly and other trial-and-error tasks,James Watson; Nikolaus Correll,2,,,,cs.RO,2023
2301.12901,https://arxiv.org/pdf/2301.12901.pdf,Simulating the Integration of Urban Air Mobility into Existing Transportation Systems: A Survey,Xuan Jiang; Yuhan Tang; Junzhe Cao; Vishwanath Bulusu; Hao; Yang; Xin Peng; Yunhan Zheng; Jinhua Zhao; Raja Sengupta,10,,,,cs.RO,2023
2301.10672,https://arxiv.org/pdf/2301.10672.pdf,Implicit Shape Model Trees: Recognition of 3-D Indoor Scenes and Prediction of Object Poses for Mobile Robots,Pascal Meißner; Rüdiger Dillmann,2,"Meissner P, Dillmann R. Implicit Shape Model Trees: Recognition of 3-D Indoor Scenes and Prediction of Object Poses for Mobile Robots. Robotics. 2023; 12(6):158",10.3390/robotics12060158,"22 pages, 24 figures; For associated video clips, see https://www.youtube.com/playlist?list=PL3RZ_UQY_uOIfuIJNqdS8wDMjTjOAeOmu",cs.RO,2023
2301.10602,https://arxiv.org/pdf/2301.10602.pdf,DreamWaQ: Learning Robust Quadrupedal Locomotion With Implicit Terrain Imagination via Deep Reinforcement Learning,I Made Aswin Nahrendra; Byeongho Yu; Hyun Myung,3,,,Accepted for ICRA 2023,cs.RO,2023
2301.10538,https://arxiv.org/pdf/2301.10538.pdf,Comfort-oriented driving: performance comparison between human drivers and motion planners,Yanggu Zheng; Barys Shyrokau; Tamas Keviczky,3,,,"11 pages, 11figures",cs.RO,2023
2301.10528,https://arxiv.org/pdf/2301.10528.pdf,An Incremental Inverse Reinforcement Learning Approach for Motion Planning with Separated Path and Velocity Preferences,Armin Avaei; Linda van der Spaa; Luka Peternel; Jens Kober,4,"Robotics, 12(2), 61 (2023)",10.3390/robotics12020061,"14 pages, 12 figures, 2 tables, associated video: https://youtu.be/hhL5-Lpzj4M",cs.RO,2023
2301.10384,https://arxiv.org/pdf/2301.10384.pdf,Search-Based Task and Motion Planning for Hybrid Systems: Agile Autonomous Vehicles,Zlatan Ajanović; Enrico Regolin; Barys Shyrokau; Hana Ćatić; Martin Horn; Antonella Ferrara,6,,10.1016/j.engappai.2023.105893,"Accepted to the journal Engineering Applications of Artificial Intelligence; 19 pages, 18 figures, code: https://git.io/JenvB. arXiv admin note: text overlap with arXiv:1907.07825",cs.RO,2023
