arxiv_id,pdf_url,title,authors,num_authors,journal_ref,doi,comment,category,year
2301.13412,https://arxiv.org/pdf/2301.13412.pdf,Development of a Hardware-in-the-loop Testbed for Laboratory Performance Verification of Flexible Building Equipment in Typical Commercial Buildings,Zhelun Chen; Jin Wen; Steven T. Bushby; L. James Lo; Zheng O'Neill; W. Vance Payne; Amanda Pertzborn; Caleb Calfa; Yangyang Fu; Gabriel Grajewski; Yicheng Li; Zhiyao Yang,12,,,presented at the ASHRAE 2022 Annual Conference,eess.SY,2023
2301.13390,https://arxiv.org/pdf/2301.13390.pdf,"Massive MIMO in 5G: How Beamforming, Codebooks, and Feedback Enable Larger Arrays",Ryan M. Dreifuerst; Robert W. Heath,2,,,In preparation for submission to IEEE Communications Magazine,eess.SY,2023
2301.13326,https://arxiv.org/pdf/2301.13326.pdf,A Framework for Adapting Offline Algorithms to Solve Combinatorial Multi-Armed Bandit Problems with Bandit Feedback,Guanyu Nie; Yididiya Y Nadew; Yanhui Zhu; Vaneet Aggarwal; Christopher John Quinn,5,"Proceedings of the 40th International Conference on Machine Learning, 2023",,This extends the framework in previous version to adapt randomized offline approximation algorithms,eess.SY,2023
2302.00002,https://arxiv.org/pdf/2302.00002.pdf,Differential Analysis for Networks Obeying Conservation Laws,Anirudh Rayas; Rajasekhar Anguluri; Jiajun Cheng; Gautam Dasarathy,4,,,"5 pages, 3 figures, ICASSP 2023",eess.SY,2023
2301.13308,https://arxiv.org/pdf/2301.13308.pdf,"Can't Touch This: Real-Time, Safe Motion Planning and Control for Manipulators Under Uncertainty",Jonathan Michaux; Patrick Holmes; Bohao Zhang; Che Chen; Baiyue Wang; Shrey Sahgal; Tiancheng Zhang; Sidhartha Dey; Shreyas Kousik; Ram Vasudevan,10,,,"20 pages, 6 figures",eess.SY,2023
2301.13283,https://arxiv.org/pdf/2301.13283.pdf,Online Learning Based Mobile Robot Controller Adaptation for Slip Reduction,Huidong Gao; Rui Zhou; Masayoshi Tomizuka; Zhuo Xu,4,,,,eess.SY,2023
2301.13143,https://arxiv.org/pdf/2301.13143.pdf,RRT Guided Model Predictive Path Integral Method,Chuyuan Tao; Hunmin Kim; Naira Hovakimyan,3,,,,eess.SY,2023
2301.12988,https://arxiv.org/pdf/2301.12988.pdf,Graph Neural Network Framework for Security Assessment Informed by Topological Measures,Mojtaba Dezvarei; Kevin Tomsovic; Jinyuan Stella Sun; Seddik M. Djouadi,4,,,,eess.SY,2023
2301.12956,https://arxiv.org/pdf/2301.12956.pdf,Low-Carbon Economic Dispatch of Bulk Power Systems Using Nash Bargaining Game,Xuyang Li; Guangchun Ruan; Haiwang Zhong,3,,,"5 pages, 2 figures, 2 tables, accepted by 2023 IEEE PES General Meeting",eess.SY,2023
2301.12905,https://arxiv.org/pdf/2301.12905.pdf,A bi-level co-design approach for multicopters,Jordan Mabboux; Scott Delbecq; Valérie Pommier-Budinger; Joël Bordeneuve-Guibe; Ana Truc-Hermel; Jean-Marie Kai,6,,,"12 pages, ICAS 2022",eess.SY,2023
2301.12865,https://arxiv.org/pdf/2301.12865.pdf,SMDP-Based Dynamic Batching for Efficient Inference on GPU-Based Platforms,Yaodan Xu; Jingzhou Sun; Sheng Zhou; Zhisheng Niu,4,,,Accepted by 2023 IEEE International Conference on Communications (ICC),eess.SY,2023
2301.12832,https://arxiv.org/pdf/2301.12832.pdf,Deep networks for system identification: a Survey,Gianluigi Pillonetto; Aleksandr Aravkin; Daniel Gedon; Lennart Ljung; Antônio H. Ribeiro; Thomas B. Schön,6,,,,eess.SY,2023
2301.12821,https://arxiv.org/pdf/2301.12821.pdf,Measuring and Analyzing Effects of HEMP Simulation on Synthetic Power Grids,Carson L. May; Arthur K. Barnes; Jose E. Tabarez; Adam Mate; Eric M. Nelson; Ross Guttromson,6,Proceedings of the 2023 IEEE Texas Power and Energy Conference (TPEC),10.1109/TPEC56611.2023.10078638,6 pages. 13 figures,eess.SY,2023
2301.12759,https://arxiv.org/pdf/2301.12759.pdf,Learning passive policies with virtual energy tanks in robotics,Riccardo Zanella; Gianluca Palli; Stefano Stramigioli; Federico Califano,4,,,"8 pages, 5 figures",eess.SY,2023
2301.12734,https://arxiv.org/pdf/2301.12734.pdf,Optimal Planning for Electrical Collector System of Offshore Wind Farm with Double-sided Ring Topology,Xinwei Shen; Qiuwei Wu; Hongcai Zhang; Liming Wang,4,,,"10 pages, 10 figures",eess.SY,2023
2301.12684,https://arxiv.org/pdf/2301.12684.pdf,Attack Impact Evaluation for Stochastic Control Systems through Alarm Flag State Augmentation,Hampei Sasahara; Takashi Tanaka; Henrik Sandberg,3,,,8 pages. arXiv admin note: substantial text overlap with arXiv:2203.16803,eess.SY,2023
2301.12624,https://arxiv.org/pdf/2301.12624.pdf,Learning the Kalman Filter with Fine-Grained Sample Complexity,Xiangyuan Zhang; Bin Hu; Tamer Başar,3,,,To appear in ACC 2023,eess.SY,2023
2301.12537,https://arxiv.org/pdf/2301.12537.pdf,Non-Asymptotic State-Space Identification of Closed-Loop Stochastic Linear Systems using Instrumental Variables,Szabolcs Szentpéteri; Balázs Csanád Csáji,2,"Systems & Control Letters, Elsevier, Volume 178, 2023, 105565",10.1016/j.sysconle.2023.105565,"12 pages, 4 tables, 3 figures",eess.SY,2023
2301.12489,https://arxiv.org/pdf/2301.12489.pdf,Autonomous Satellite Docking via Adaptive Optimal Output Regulation: A Reinforcement Learning Approach,Omar Qasem; Madhur Tiwari; Hector Gutierrez,3,,,This paper has been presented in the AIAA/AAS 2023,eess.SY,2023
2301.12483,https://arxiv.org/pdf/2301.12483.pdf,Topological entropy of switched nonlinear and interconnected systems,Guosong Yang; Daniel Liberzon; João P. Hespanha,3,,,"31 pages, 3 figures",eess.SY,2023
2301.12461,https://arxiv.org/pdf/2301.12461.pdf,Stochastic Wasserstein Gradient Flows using Streaming Data with an Application in Predictive Maintenance,Nicolas Lanzetti; Efe C. Balta; Dominic Liao-McPherson; Florian Dörfler,4,,,"Accepted for presentation at, and publication in the proceedings of, the 2023 IFAC World Congress",eess.SY,2023
2301.12380,https://arxiv.org/pdf/2301.12380.pdf,"Data-driven Estimation, Tracking, and System Identification of Deterministic and Stochastic Optical Spot Dynamics",Aleksandar Haber; Michael Krainak,2,,10.1364/OE.486642,"20 pages, 8 figures",eess.SY,2023
2301.12344,https://arxiv.org/pdf/2301.12344.pdf,TJ-FlyingFish: Design and Implementation of an Aerial-Aquatic Quadrotor with Tiltable Propulsion Units,Xuchen Liu; Minghao Dou; Dongyue Huang; Biao Wang; Jinqiang Cui; Qinyuan Ren; Lihua Dou; Zhi Gao; Jie Chen; Ben M. Chen,10,,,"6 pages, 9 figures, accepted to 2023 IEEE International Conference on Robotics and Automation (ICRA)",eess.SY,2023
2301.12325,https://arxiv.org/pdf/2301.12325.pdf,Data-Driven Load-Current Sharing Control for Multi-Stack Fuel Cell System with Circulating Current Mitigation,Yiqiao Xu; Xiaoyu Guo; Zhen Dong; Zhengtao Ding; Alessandra Parisio,5,,,,eess.SY,2023
2301.12285,https://arxiv.org/pdf/2301.12285.pdf,MRAC with Memory for Switched Linear Systems,Pritesh Patel; Sayan Basu Roy; Shubhendu Bhasin,3,,,arXiv admin note: text overlap with arXiv:2204.03338,eess.SY,2023
2301.12280,https://arxiv.org/pdf/2301.12280.pdf,Online coalitional games for real-time payoff distribution with applications to energy markets,Aitazaz Ali Raja; Sergio Grammatico,2,,,,eess.SY,2023
2301.12271,https://arxiv.org/pdf/2301.12271.pdf,Bilateral Peer-to-Peer Energy Trading via Coalitional Games,Aitazaz Ali Raja; Sergio Grammatico,2,,,,eess.SY,2023
2301.12242,https://arxiv.org/pdf/2301.12242.pdf,Extended Load Flexibility of Utility-Scale P2H Plants: Optimal Production Scheduling Considering Dynamic Thermal and HTO Impurity Effects,Yiwei Qiu; Buxiang Zhou; Tianlei Zang; Yi Zhou; Shi Chen; Ruomei Qi; Jiarong Li; Jin Lin,8,Published in 2023 by Renewable Energy,10.1016/j.renene.2023.119198,"27 pages, 16 figures",eess.SY,2023
2301.12229,https://arxiv.org/pdf/2301.12229.pdf,Path Loss Analysis for Low-Altitude Air-to-Air Millimeter-Wave Channel in Built-Up Area,Zhuangzhuang Cui; Abdul Saboor; Achiel Colpaert; Sofie Pollin,4,,,"6 pages, 6 figures, to appear in IEEE ICC 2023",eess.SY,2023
2301.12213,https://arxiv.org/pdf/2301.12213.pdf,The Domain of Attraction of the Desired Path in Vector-field Guided Path Following,Weijia Yao; Bohuan Lin; Brian D. O. Anderson; Ming Cao,4,,,,eess.SY,2023
2301.12185,https://arxiv.org/pdf/2301.12185.pdf,Hybrid Cognition for Target Tracking in Cognitive Radar Networks,William W. Howard; R. Michael Buehrer,2,,,"34 pages, single-column, 10 figures",eess.SY,2023
2301.12175,https://arxiv.org/pdf/2301.12175.pdf,Bio-inspired Autonomous Exploration Policies with CNN-based Object Detection on Nano-drones,Lorenzo Lamberti; Luca Bompani; Victor Javier Kartsch; Manuele Rusci; Daniele Palossi; Luca Benini,6,,,"6 pages, 6 figures, 4 tables, conference: DATE: Design, Automation, and Test in Europe (2023)",eess.SY,2023
2301.12129,https://arxiv.org/pdf/2301.12129.pdf,Decentralized Energy Market Integrating Carbon Allowance Trade and Uncertainty Balance in Energy Communities,Yuanxi Wu; Zhi Wu; Wei Gu; Zheng Xu; Shu Zheng; Qirun Sun,6,,,,eess.SY,2023
2301.12087,https://arxiv.org/pdf/2301.12087.pdf,Optimization and scheduling for a large scale urban transportation system in a fast-changing world,Yi Zhang,1,,10.1109/MITS.2022.3189798,"The Intelligent Transportation Systems Society (ITSS) held a competition in 2021 on the theme ""Shape the Future of ITS,"" asking contestants to present their ideas for transportation systems of the future, what they will look like, and the products and services they will offer. This paper has won the third prize of this competition",eess.SY,2023
2301.12062,https://arxiv.org/pdf/2301.12062.pdf,Physics-guided Residual Learning for Probabilistic Power Flow Analysis,Kejun Chen; Yu Zhang,2,,,"Probabilistic power flow, data-driven, residual learning, neural network, physics-guided initialization",eess.SY,2023
2301.12043,https://arxiv.org/pdf/2301.12043.pdf,Parsimonious System Identification from Fragmented Quantized Measurements,Omar M. Sleem; Constantino M. Lagoa,2,,,,eess.SY,2023
2301.12041,https://arxiv.org/pdf/2301.12041.pdf,Vehicle-to-Grid Fleet Service Provision considering Nonlinear Battery Behaviors,Joshua Jaworski; Ningkun Zheng; Matthias Preindl; Bolun Xu,4,,,,eess.SY,2023
2301.12024,https://arxiv.org/pdf/2301.12024.pdf,Stability of Finite Receding Horizon Control: A Complementary Approach,Wen-Hua Chen; Yunda Yan,2,,,,eess.SY,2023
2301.12012,https://arxiv.org/pdf/2301.12012.pdf,In-Distribution Barrier Functions: Self-Supervised Policy Filters that Avoid Out-of-Distribution States,Fernando Castañeda; Haruki Nishimura; Rowan McAllister; Koushil Sreenath; Adrien Gaidon,5,,,,eess.SY,2023
2302.06388,https://arxiv.org/pdf/2302.06388.pdf,Self-powered weigh-in-motion system combining vibration energy harvesting and self-sensing composite pavements,Hasan Borke Birgin; Enrique García-Macías; Antonella D'Alessandro; Filippo Ubertini,4,,,,eess.SY,2023
2301.11984,https://arxiv.org/pdf/2301.11984.pdf,Dual Control of Exploration and Exploitation for Auto-Optimisation Control with Active Learning,Zhongguo Li; Wen-Hua Chen; Jun Yang; Yunda Yan,4,"IEEE Transactions on Automation Science and Engineering, 2024",10.1109/TASE.2024.3375373,This paper has been accepted by IEEE Transactions on Automation Science and Engineering (DOI: 10.1109/TASE.2024.3375373),eess.SY,2023
2301.11909,https://arxiv.org/pdf/2301.11909.pdf,Quantized Deep Path-following Control on a Microcontroller,Pablo Zometa; Timm Faulwasser,2,,,,eess.SY,2023
2301.11902,https://arxiv.org/pdf/2301.11902.pdf,Tree-structured Policy Planning with Learned Behavior Models,Yuxiao Chen; Peter Karkus; Boris Ivanovic; Xinshuo Weng; Marco Pavone,5,,,,eess.SY,2023
2301.11831,https://arxiv.org/pdf/2301.11831.pdf,Data Volume-aware Computation Task Scheduling for Smart Grid Data Analytic Applications,Binquan Guo; Hongyan Li; Ye Yan; Zhou Zhang; Peng Wang,5,,,Accepted to appear in IEEE ICC 2023. The source code is available at Github: https://github.com/wilixx/ICCTS,eess.SY,2023
2301.11783,https://arxiv.org/pdf/2301.11783.pdf,Certified Invertibility in Neural Networks via Mixed-Integer Programming,Tianqi Cui; Thomas Bertalan; George J. Pappas; Manfred Morari; Ioannis G. Kevrekidis; Mahyar Fazlyab,6,,,"22 pages, 7 figures",eess.SY,2023
2301.11714,https://arxiv.org/pdf/2301.11714.pdf,Distributed Consensus in Wireless Networks with Probabilistic Broadcast Scheduling,Daniel Pérez Herrera; Zheng Chen; Erik G. Larsson,3,,,"5 pages, 3 figures, accepted for publication in IEEE Signal Processing Letters",eess.SY,2023
2301.11683,https://arxiv.org/pdf/2301.11683.pdf,Neural Abstractions,Alessandro Abate; Alec Edwards; Mirco Giacobbe,3,,,NeurIPS 2022,eess.SY,2023
2303.05465,https://arxiv.org/pdf/2303.05465.pdf,3D UAV Trajectory Design for Fair and Energy-Efficient Communication: A Deep Reinforcement Learning Technique,Shahid Rasool; Irfan Ullah; Abid Ali; Ishtiaq Ahmad,4,,,,eess.SY,2023
2301.11653,https://arxiv.org/pdf/2301.11653.pdf,Exact hierarchical reductions of dynamical models via linear transformations,Alexander Demin; Elizaveta Demitraki; Gleb Pogudin,3,,,,eess.SY,2023
2301.11620,https://arxiv.org/pdf/2301.11620.pdf,Optimization of a Commercial Injection-Moulded component by Using DOE and Simulation,Mandana Kariminejad; David Tormey; Saif Huq; Jim Morrison; Jeff Redmond; Carlos Souto; Marion McAfee,7,,,,eess.SY,2023
2301.11604,https://arxiv.org/pdf/2301.11604.pdf,A critical look at deep neural network for dynamic system modeling,Jinming Zhou; Yucai Zhu,2,,,"The failure of NARX model modeling a noiseless LTI system is mainly due to some initilization issues with the current Matlab SYSID Toolbox. If this procedure is done purely in the Neural Network Toolbox, the situation can be improved for great extent",eess.SY,2023
2301.11590,https://arxiv.org/pdf/2301.11590.pdf,Buckling-induced transmission switching in phononic waveguides in the presence of disorder,Ali Kanj; Alexander F. Vakakis; Sameh Tawfick,3,,,"32 pages, 10 figures",eess.SY,2023
2301.11573,https://arxiv.org/pdf/2301.11573.pdf,On the optimality of Kalman Filter for Fault Detection,Jinming Zhou; Yucai Zhu,2,,,,eess.SY,2023
2301.11547,https://arxiv.org/pdf/2301.11547.pdf,Safe Posterior Sampling for Constrained MDPs with Bounded Constraint Violation,Krishna C Kalagarla; Rahul Jain; Pierluigi Nuzzo,3,,,,eess.SY,2023
2301.11530,https://arxiv.org/pdf/2301.11530.pdf,Cost-aware Defense for Parallel Server Systems against Reliability and Security Failures,Qian Xie; Jiayi Wang; Li Jin,3,,,Major Revision in Automatica,eess.SY,2023
2301.11510,https://arxiv.org/pdf/2301.11510.pdf,Exploring Deep Reinforcement Learning for Holistic Smart Building Control,Xianzhong Ding; Alberto Cerpa; Wan Du,3,,,14 pages. arXiv admin note: text overlap with arXiv:1711.08946 by other authors,eess.SY,2023
2301.12961,https://arxiv.org/pdf/2301.12961.pdf,A Framework for Operational Volume Generation for Urban Air Mobility Strategic Deconfliction,Ellis Lee Thompson; Yan Xu; Peng Wei,3,"2023 International Conference on Unmanned Aircraft Systems (ICUAS), Warsaw, Poland, 2023, pp. 71-78",10.1109/ICUAS57906.2023.10156164,"8 pages, 3 Figures",eess.SY,2023
2301.11415,https://arxiv.org/pdf/2301.11415.pdf,Approximate Bilevel Difference Convex Programming for Bayesian Risk Markov Decision Processes,Yifan Lin; Enlu Zhou,2,,,,eess.SY,2023
2301.11365,https://arxiv.org/pdf/2301.11365.pdf,Open RAN Testbeds with Controlled Air Mobility,Magreth Mushi; Yuchen Liu; Shreyas Sreenivasa; Ozgur Ozdemir; Ismail Guvenc; Mihail Sichitiu; Rudra Dutta; Russ Gyurek,8,,,,eess.SY,2023
2301.11350,https://arxiv.org/pdf/2301.11350.pdf,Aerial Transportation Control of Suspended Payloads with Multiple Agents,Fatima Oliva-Palomo; Diego Mercado-Ravell; Pedro Castillo,3,,10.1016/j.jfranklin.2024.106787,,eess.SY,2023
2301.11208,https://arxiv.org/pdf/2301.11208.pdf,Cost-benefit Analysis And Comparisons For Different Offshore Wind Energy Transmission Systems,Jesus Silva-Rodriguez; Jin Lu; Xingpeng Li,3,,,,eess.SY,2023
2301.11200,https://arxiv.org/pdf/2301.11200.pdf,On the Downlink SINR Meta Distribution of UAV-assisted Wireless Networks,Yujie Qin; Mustafa A. Kishk; Mohamed-Slim Alouini,3,,,,eess.SY,2023
2301.11152,https://arxiv.org/pdf/2301.11152.pdf,Cluster Forming of Multiagent Systems in Rolling Horizon Games with Non-uniform Horizons,Yurid Nugraha; Ahmet Cetinkaya; Tomohisa Hayakawa; Hideaki Ishii; Quanyan Zhu,5,,,arXiv admin note: text overlap with arXiv:2301.03302,eess.SY,2023
2301.11144,https://arxiv.org/pdf/2301.11144.pdf,Evaluating the acceptance of autonomous vehicles in the future,Angel Madridano Carrasco; Delgermaa Gankhuyag; Miguel Angel de Miguel Paraiso; Martin Palos Lorite; Cristina Olaverri-Monreal; Fernando Garcia Fernandez,6,,,,eess.SY,2023
2301.11096,https://arxiv.org/pdf/2301.11096.pdf,How flexible electrification can integrate fluctuating renewables,Leonard Göke; Jens Weibezahn; Mario Kendziorski,3,,10.1016/j.energy.2023.127832,,eess.SY,2023
2301.11089,https://arxiv.org/pdf/2301.11089.pdf,An Analytical Formula for Stability Sensitivity Using SDP Dual,Jun Wang; Yue Song; David John Hill; Yunhe Hou,4,,,,eess.SY,2023
2301.11083,https://arxiv.org/pdf/2301.11083.pdf,A Multiclass Simulation-Based Dynamic Traffic Assignment Model for Mixed Traffic Flow of Connected and Autonomous Vehicles and Human-Driven Vehicles,Behzad Bamdad Mehrabani; Jakob Erdmann; Luca Sgambi; Seyedehsan Seyedabrishami; Maaike Snelder,5,,,,eess.SY,2023
2301.10968,https://arxiv.org/pdf/2301.10968.pdf,Time-delay based output feedback control of fourth-order oscillatory systems,Michael Ruderman,1,,,"7 pages, 9 figures",eess.SY,2023
2301.10966,https://arxiv.org/pdf/2301.10966.pdf,Design of Mobile Manipulator for Fire Extinguisher Testing. Part II: Design and Simulation,Thai Nguyen Chau; Xuan Quang Ngo; Van Tu Duong; Trong Trung Nguyen; Huy Hung Nguyen; Tan Tien Nguyen,6,,,"10 pages, 15 figures, the 7th International Conference on Advanced Engineering, Theory and Applications",eess.SY,2023
2301.10961,https://arxiv.org/pdf/2301.10961.pdf,Structures of M-Invariant Dual Subspaces with Respect to a Boolean Network,Dongyao Bi; Lijun Zhang; Kuize Zhang; Shenggui Zhang,4,,,,eess.SY,2023
2301.10959,https://arxiv.org/pdf/2301.10959.pdf,Tracking Control of Optical Beam Transceivers using Mean Field Models,Ibrahima N'Doye; Taous-Meriem Laleg-Kirati,2,,,,eess.SY,2023
2301.10950,https://arxiv.org/pdf/2301.10950.pdf,mmFlexible: Flexible Directional Frequency Multiplexing for Multi-user mmWave Networks,Ish Kumar Jain; Rohith Reddy Vennam; Raghav Subbaraman; Dinesh Bharadia,4,,,"A version of this manuscript is accepted at Infocom'23; however, this version is 17 pages long with an additional Appendix that provides detailed mathematical analysis and closed-form expressions for delays and phases in DPA. Open-source link https://wcsng.ucsd.edu/dpa",eess.SY,2023
2301.10628,https://arxiv.org/pdf/2301.10628.pdf,Incentive-weighted Anomaly Detection for False Data Injection Attacks Against Smart Meter Load Profiles,Martin Higgins; Bruce Stephen; David Wallom,3,,,,eess.SY,2023
2301.10602,https://arxiv.org/pdf/2301.10602.pdf,DreamWaQ: Learning Robust Quadrupedal Locomotion With Implicit Terrain Imagination via Deep Reinforcement Learning,I Made Aswin Nahrendra; Byeongho Yu; Hyun Myung,3,,,Accepted for ICRA 2023,eess.SY,2023
2301.10594,https://arxiv.org/pdf/2301.10594.pdf,A Discussion on Nonlinear Quadratic Control and Sontag's Formula,Boris Lohmann; Joscha Bongard,2,,,"5 pages; Technical Report TRAC-8, Number 1. Some details added to Appendix 1, results unchanged",eess.SY,2023
2301.10538,https://arxiv.org/pdf/2301.10538.pdf,Comfort-oriented driving: performance comparison between human drivers and motion planners,Yanggu Zheng; Barys Shyrokau; Tamas Keviczky,3,,,"11 pages, 11figures",eess.SY,2023
2301.10522,https://arxiv.org/pdf/2301.10522.pdf,Robot Subset Selection for Swarm Lifetime Maximization in Computation Offloading with Correlated Data Sources,Siqi Zhang; Na Yi; Yi Ma,3,,,"7 pages, 3 figures, ICC 2023",eess.SY,2023
2301.10485,https://arxiv.org/pdf/2301.10485.pdf,LTL Reactive Synthesis with a Few Hints,Mrudula Balachander; Emmanuel Filiot; Jean-François Raskin,3,,,,eess.SY,2023
2301.10445,https://arxiv.org/pdf/2301.10445.pdf,High-Throughput Rate-Flexible Combinational Decoders for Multi-Kernel Polar Codes,Hossein Rezaei; Nandana Rajatheva; Matti Latva-aho,3,,,,eess.SY,2023
2301.10429,https://arxiv.org/pdf/2301.10429.pdf,Cell-free mMIMO Support in the O-RAN Architecture: A PHY Layer Perspective for 5G and Beyond Networks,Vida Ranjbar; Adam Girycki; Md Arifur Rahman; Sofie Pollin; Marc Moonen; Evgenii Vinogradov,6,"IEEE Communications Standards Magazine (Volume: 6, Issue: 1, March 2022)",10.1109/MCOMSTD.0001.2100067,,eess.SY,2023
2301.10287,https://arxiv.org/pdf/2301.10287.pdf,A Positioning System in an Urban Vertical Heterogeneous Network (VHetNet),Hongzhao Zheng; Mohamed Atia; Halim Yanikomeroglu,3,,10.1109/JRFID.2023.3264196,,eess.SY,2023
2301.10043,https://arxiv.org/pdf/2301.10043.pdf,Revisiting Power Systems Time-domain Simulation Methods and Models,Jose Daniel Lara; Rodrigo Henriquez-Auba; Deepak Ramasubramanian; Sairaj Dhople; Duncan S. Callaway; Seth Sanders,6,,10.1109/TPWRS.2023.3303291,,eess.SY,2023
2301.09928,https://arxiv.org/pdf/2301.09928.pdf,Validation and traceability of miniaturized multi-parameter cluster of radiosondes used for atmospheric observations,Shahbozbek Abdunabiev; Chiara Musacchio; Andrea Merlone; Miryam Paredes; Eros Pasero; Daniela Tordella,6,,10.1016/j.measurement.2023.113879,"Cloud, Lagrangian fluctuation tracking, Radiosonde, Turbulent dispersion, Turbulent diffusion, Stereo vision",eess.SY,2023
2301.09794,https://arxiv.org/pdf/2301.09794.pdf,Stability analysis for circulant structured multi-agent molecular communication systems,Taishi Kotsuka; Yutaka Hori,2,,,,eess.SY,2023
2301.09745,https://arxiv.org/pdf/2301.09745.pdf,A fair Peer-to-Peer Electricity Market model for Residential Prosumers,A. A. Raja; S. Grammatico,2,,,,eess.SY,2023
2301.09709,https://arxiv.org/pdf/2301.09709.pdf,On The Convergence Of Policy Iteration-Based Reinforcement Learning With Monte Carlo Policy Evaluation,Anna Winnicki; R. Srikant,2,,,27 pages,eess.SY,2023
2301.09622,https://arxiv.org/pdf/2301.09622.pdf,Barrier-Based Test Synthesis for Safety-Critical Systems Subject to Timed Reach-Avoid Specifications,Prithvi Akella; Mohamadreza Ahmadi; Richard M. Murray; Aaron D. Ames,4,,,,eess.SY,2023
